filename,zeta_norm,b,c,zeta_raw,New File Name,npy_index
file_0.npy,11428.571428571428,0.1,-180.0,0.004,file_0.npy,0
file_1.npy,11428.571428571428,0.1,-172.0,0.004,file_1.npy,1
file_2.npy,11428.571428571428,0.1,-164.0,0.004,file_2.npy,2
file_3.npy,11428.571428571428,0.1,-156.0,0.004,file_3.npy,3
file_4.npy,11428.571428571428,0.1,-148.0,0.004,file_4.npy,4
file_5.npy,11428.571428571428,0.1,-140.0,0.004,file_5.npy,5
file_6.npy,11428.571428571428,0.1,-132.0,0.004,file_6.npy,6
file_7.npy,11428.571428571428,0.1,-124.0,0.004,file_7.npy,7
file_8.npy,11428.571428571428,0.1,-116.0,0.004,file_8.npy,8
file_9.npy,11428.571428571428,0.1,-108.0,0.004,file_9.npy,9
file_10.npy,11428.571428571428,0.1,-100.0,0.004,file_10.npy,10
file_11.npy,11428.571428571428,0.1,-92.0,0.004,file_11.npy,11
file_12.npy,11428.571428571428,0.1,-84.0,0.004,file_12.npy,12
file_13.npy,11428.571428571428,0.1,-76.0,0.004,file_13.npy,13
file_14.npy,11428.571428571428,0.1,-68.0,0.004,file_14.npy,14
file_15.npy,11428.571428571428,0.1,-60.0,0.004,file_15.npy,15
file_16.npy,11428.571428571428,0.1,-52.0,0.004,file_16.npy,16
file_17.npy,11428.571428571428,0.1,-44.0,0.004,file_17.npy,17
file_18.npy,11428.571428571428,0.1,-36.0,0.004,file_18.npy,18
file_19.npy,11428.571428571428,0.1,-28.0,0.004,file_19.npy,19
file_20.npy,11428.571428571428,0.1,-20.0,0.004,file_20.npy,20
file_21.npy,11428.571428571428,0.1,-12.0,0.004,file_21.npy,21
file_22.npy,11428.571428571428,0.1,-4.0,0.004,file_22.npy,22
file_23.npy,11428.571428571428,0.1,4.0,0.004,file_23.npy,23
file_24.npy,11428.571428571428,0.1,12.0,0.004,file_24.npy,24
file_25.npy,11428.571428571428,0.1,20.0,0.004,file_25.npy,25
file_26.npy,11428.571428571428,0.1,28.0,0.004,file_26.npy,26
file_27.npy,11428.571428571428,0.1,36.0,0.004,file_27.npy,27
file_28.npy,11428.571428571428,0.1,44.0,0.004,file_28.npy,28
file_29.npy,11428.571428571428,0.1,52.0,0.004,file_29.npy,29
file_30.npy,11428.571428571428,0.1,60.0,0.004,file_30.npy,30
file_31.npy,11428.571428571428,0.1,68.0,0.004,file_31.npy,31
file_32.npy,11428.571428571428,0.1,76.0,0.004,file_32.npy,32
file_33.npy,11428.571428571428,0.1,84.0,0.004,file_33.npy,33
file_34.npy,11428.571428571428,0.1,92.0,0.004,file_34.npy,34
file_35.npy,11428.571428571428,0.1,100.0,0.004,file_35.npy,35
file_36.npy,11428.571428571428,0.1,108.0,0.004,file_36.npy,36
file_37.npy,11428.571428571428,0.1,116.0,0.004,file_37.npy,37
file_38.npy,11428.571428571428,0.1,124.0,0.004,file_38.npy,38
file_39.npy,11428.571428571428,0.1,132.0,0.004,file_39.npy,39
file_40.npy,11428.571428571428,0.1,140.0,0.004,file_40.npy,40
file_41.npy,11428.571428571428,0.1,148.0,0.004,file_41.npy,41
file_42.npy,11428.571428571428,0.1,156.0,0.004,file_42.npy,42
file_43.npy,11428.571428571428,0.1,164.0,0.004,file_43.npy,43
file_44.npy,11428.571428571428,0.1,172.0,0.004,file_44.npy,44
file_45.npy,11428.571428571428,0.1,180.0,0.004,file_45.npy,45
file_46.npy,11428.571428571428,0.32,-180.0,0.004,file_46.npy,46
file_47.npy,11428.571428571428,0.32,-172.0,0.004,file_47.npy,47
file_48.npy,11428.571428571428,0.32,-164.0,0.004,file_48.npy,48
file_49.npy,11428.571428571428,0.32,-156.0,0.004,file_49.npy,49
file_50.npy,11428.571428571428,0.32,-148.0,0.004,file_50.npy,50
file_51.npy,11428.571428571428,0.32,-140.0,0.004,file_51.npy,51
file_52.npy,11428.571428571428,0.32,-132.0,0.004,file_52.npy,52
file_53.npy,11428.571428571428,0.32,-124.0,0.004,file_53.npy,53
file_54.npy,11428.571428571428,0.32,-116.0,0.004,file_54.npy,54
file_55.npy,11428.571428571428,0.32,-108.0,0.004,file_55.npy,55
file_56.npy,11428.571428571428,0.32,-100.0,0.004,file_56.npy,56
file_57.npy,11428.571428571428,0.32,-92.0,0.004,file_57.npy,57
file_58.npy,11428.571428571428,0.32,-84.0,0.004,file_58.npy,58
file_59.npy,11428.571428571428,0.32,-76.0,0.004,file_59.npy,59
file_60.npy,11428.571428571428,0.32,-68.0,0.004,file_60.npy,60
file_61.npy,11428.571428571428,0.32,-60.0,0.004,file_61.npy,61
file_62.npy,11428.571428571428,0.32,-52.0,0.004,file_62.npy,62
file_63.npy,11428.571428571428,0.32,-44.0,0.004,file_63.npy,63
file_64.npy,11428.571428571428,0.32,-36.0,0.004,file_64.npy,64
file_65.npy,11428.571428571428,0.32,-28.0,0.004,file_65.npy,65
file_66.npy,11428.571428571428,0.32,-20.0,0.004,file_66.npy,66
file_67.npy,11428.571428571428,0.32,-12.0,0.004,file_67.npy,67
file_68.npy,11428.571428571428,0.32,-4.0,0.004,file_68.npy,68
file_69.npy,11428.571428571428,0.32,4.0,0.004,file_69.npy,69
file_70.npy,11428.571428571428,0.32,12.0,0.004,file_70.npy,70
file_71.npy,11428.571428571428,0.32,20.0,0.004,file_71.npy,71
file_72.npy,11428.571428571428,0.32,28.0,0.004,file_72.npy,72
file_73.npy,11428.571428571428,0.32,36.0,0.004,file_73.npy,73
file_74.npy,11428.571428571428,0.32,44.0,0.004,file_74.npy,74
file_75.npy,11428.571428571428,0.32,52.0,0.004,file_75.npy,75
file_76.npy,11428.571428571428,0.32,60.0,0.004,file_76.npy,76
file_77.npy,11428.571428571428,0.32,68.0,0.004,file_77.npy,77
file_78.npy,11428.571428571428,0.32,76.0,0.004,file_78.npy,78
file_79.npy,11428.571428571428,0.32,84.0,0.004,file_79.npy,79
file_80.npy,11428.571428571428,0.32,92.0,0.004,file_80.npy,80
file_81.npy,11428.571428571428,0.32,100.0,0.004,file_81.npy,81
file_82.npy,11428.571428571428,0.32,108.0,0.004,file_82.npy,82
file_83.npy,11428.571428571428,0.32,116.0,0.004,file_83.npy,83
file_84.npy,11428.571428571428,0.32,124.0,0.004,file_84.npy,84
file_85.npy,11428.571428571428,0.32,132.0,0.004,file_85.npy,85
file_86.npy,11428.571428571428,0.32,140.0,0.004,file_86.npy,86
file_87.npy,11428.571428571428,0.32,148.0,0.004,file_87.npy,87
file_88.npy,11428.571428571428,0.32,156.0,0.004,file_88.npy,88
file_89.npy,11428.571428571428,0.32,164.0,0.004,file_89.npy,89
file_90.npy,11428.571428571428,0.32,172.0,0.004,file_90.npy,90
file_91.npy,11428.571428571428,0.32,180.0,0.004,file_91.npy,91
file_92.npy,11428.571428571428,0.54,-180.0,0.004,file_92.npy,92
file_93.npy,11428.571428571428,0.54,-172.0,0.004,file_93.npy,93
file_94.npy,11428.571428571428,0.54,-164.0,0.004,file_94.npy,94
file_95.npy,11428.571428571428,0.54,-156.0,0.004,file_95.npy,95
file_96.npy,11428.571428571428,0.54,-148.0,0.004,file_96.npy,96
file_97.npy,11428.571428571428,0.54,-140.0,0.004,file_97.npy,97
file_98.npy,11428.571428571428,0.54,-132.0,0.004,file_98.npy,98
file_99.npy,11428.571428571428,0.54,-124.0,0.004,file_99.npy,99
file_100.npy,11428.571428571428,0.54,-116.0,0.004,file_100.npy,100
file_101.npy,11428.571428571428,0.54,-108.0,0.004,file_101.npy,101
file_102.npy,11428.571428571428,0.54,-100.0,0.004,file_102.npy,102
file_103.npy,11428.571428571428,0.54,-92.0,0.004,file_103.npy,103
file_104.npy,11428.571428571428,0.54,-84.0,0.004,file_104.npy,104
file_105.npy,11428.571428571428,0.54,-76.0,0.004,file_105.npy,105
file_106.npy,11428.571428571428,0.54,-68.0,0.004,file_106.npy,106
file_107.npy,11428.571428571428,0.54,-60.0,0.004,file_107.npy,107
file_108.npy,11428.571428571428,0.54,-52.0,0.004,file_108.npy,108
file_109.npy,11428.571428571428,0.54,-44.0,0.004,file_109.npy,109
file_110.npy,11428.571428571428,0.54,-36.0,0.004,file_110.npy,110
file_111.npy,11428.571428571428,0.54,-28.0,0.004,file_111.npy,111
file_112.npy,11428.571428571428,0.54,-20.0,0.004,file_112.npy,112
file_113.npy,11428.571428571428,0.54,-12.0,0.004,file_113.npy,113
file_114.npy,11428.571428571428,0.54,-4.0,0.004,file_114.npy,114
file_115.npy,11428.571428571428,0.54,4.0,0.004,file_115.npy,115
file_116.npy,11428.571428571428,0.54,12.0,0.004,file_116.npy,116
file_117.npy,11428.571428571428,0.54,20.0,0.004,file_117.npy,117
file_118.npy,11428.571428571428,0.54,28.0,0.004,file_118.npy,118
file_119.npy,11428.571428571428,0.54,36.0,0.004,file_119.npy,119
file_120.npy,11428.571428571428,0.54,44.0,0.004,file_120.npy,120
file_121.npy,11428.571428571428,0.54,52.0,0.004,file_121.npy,121
file_122.npy,11428.571428571428,0.54,60.0,0.004,file_122.npy,122
file_123.npy,11428.571428571428,0.54,68.0,0.004,file_123.npy,123
file_124.npy,11428.571428571428,0.54,76.0,0.004,file_124.npy,124
file_125.npy,11428.571428571428,0.54,84.0,0.004,file_125.npy,125
file_126.npy,11428.571428571428,0.54,92.0,0.004,file_126.npy,126
file_127.npy,11428.571428571428,0.54,100.0,0.004,file_127.npy,127
file_128.npy,11428.571428571428,0.54,108.0,0.004,file_128.npy,128
file_129.npy,11428.571428571428,0.54,116.0,0.004,file_129.npy,129
file_130.npy,11428.571428571428,0.54,124.0,0.004,file_130.npy,130
file_131.npy,11428.571428571428,0.54,132.0,0.004,file_131.npy,131
file_132.npy,11428.571428571428,0.54,140.0,0.004,file_132.npy,132
file_133.npy,11428.571428571428,0.54,148.0,0.004,file_133.npy,133
file_134.npy,11428.571428571428,0.54,156.0,0.004,file_134.npy,134
file_135.npy,11428.571428571428,0.54,164.0,0.004,file_135.npy,135
file_136.npy,11428.571428571428,0.54,172.0,0.004,file_136.npy,136
file_137.npy,11428.571428571428,0.54,180.0,0.004,file_137.npy,137
file_138.npy,11428.571428571428,0.76,-180.0,0.004,file_138.npy,138
file_139.npy,11428.571428571428,0.76,-172.0,0.004,file_139.npy,139
file_140.npy,11428.571428571428,0.76,-164.0,0.004,file_140.npy,140
file_141.npy,11428.571428571428,0.76,-156.0,0.004,file_141.npy,141
file_142.npy,11428.571428571428,0.76,-148.0,0.004,file_142.npy,142
file_143.npy,11428.571428571428,0.76,-140.0,0.004,file_143.npy,143
file_144.npy,11428.571428571428,0.76,-132.0,0.004,file_144.npy,144
file_145.npy,11428.571428571428,0.76,-124.0,0.004,file_145.npy,145
file_146.npy,11428.571428571428,0.76,-116.0,0.004,file_146.npy,146
file_147.npy,11428.571428571428,0.76,-108.0,0.004,file_147.npy,147
file_148.npy,11428.571428571428,0.76,-100.0,0.004,file_148.npy,148
file_149.npy,11428.571428571428,0.76,-92.0,0.004,file_149.npy,149
file_150.npy,11428.571428571428,0.76,-84.0,0.004,file_150.npy,150
file_151.npy,11428.571428571428,0.76,-76.0,0.004,file_151.npy,151
file_152.npy,11428.571428571428,0.76,-68.0,0.004,file_152.npy,152
file_153.npy,11428.571428571428,0.76,-60.0,0.004,file_153.npy,153
file_154.npy,11428.571428571428,0.76,-52.0,0.004,file_154.npy,154
file_155.npy,11428.571428571428,0.76,-44.0,0.004,file_155.npy,155
file_156.npy,11428.571428571428,0.76,-36.0,0.004,file_156.npy,156
file_157.npy,11428.571428571428,0.76,-28.0,0.004,file_157.npy,157
file_158.npy,11428.571428571428,0.76,-20.0,0.004,file_158.npy,158
file_159.npy,11428.571428571428,0.76,-12.0,0.004,file_159.npy,159
file_160.npy,11428.571428571428,0.76,-4.0,0.004,file_160.npy,160
file_161.npy,11428.571428571428,0.76,4.0,0.004,file_161.npy,161
file_162.npy,11428.571428571428,0.76,12.0,0.004,file_162.npy,162
file_163.npy,11428.571428571428,0.76,20.0,0.004,file_163.npy,163
file_164.npy,11428.571428571428,0.76,28.0,0.004,file_164.npy,164
file_165.npy,11428.571428571428,0.76,36.0,0.004,file_165.npy,165
file_166.npy,11428.571428571428,0.76,44.0,0.004,file_166.npy,166
file_167.npy,11428.571428571428,0.76,52.0,0.004,file_167.npy,167
file_168.npy,11428.571428571428,0.76,60.0,0.004,file_168.npy,168
file_169.npy,11428.571428571428,0.76,68.0,0.004,file_169.npy,169
file_170.npy,11428.571428571428,0.76,76.0,0.004,file_170.npy,170
file_171.npy,11428.571428571428,0.76,84.0,0.004,file_171.npy,171
file_172.npy,11428.571428571428,0.76,92.0,0.004,file_172.npy,172
file_173.npy,11428.571428571428,0.76,100.0,0.004,file_173.npy,173
file_174.npy,11428.571428571428,0.76,108.0,0.004,file_174.npy,174
file_175.npy,11428.571428571428,0.76,116.0,0.004,file_175.npy,175
file_176.npy,11428.571428571428,0.76,124.0,0.004,file_176.npy,176
file_177.npy,11428.571428571428,0.76,132.0,0.004,file_177.npy,177
file_178.npy,11428.571428571428,0.76,140.0,0.004,file_178.npy,178
file_179.npy,11428.571428571428,0.76,148.0,0.004,file_179.npy,179
file_180.npy,11428.571428571428,0.76,156.0,0.004,file_180.npy,180
file_181.npy,11428.571428571428,0.76,164.0,0.004,file_181.npy,181
file_182.npy,11428.571428571428,0.76,172.0,0.004,file_182.npy,182
file_183.npy,11428.571428571428,0.76,180.0,0.004,file_183.npy,183
file_184.npy,11428.571428571428,0.98,-180.0,0.004,file_184.npy,184
file_185.npy,11428.571428571428,0.98,-172.0,0.004,file_185.npy,185
file_186.npy,11428.571428571428,0.98,-164.0,0.004,file_186.npy,186
file_187.npy,11428.571428571428,0.98,-156.0,0.004,file_187.npy,187
file_188.npy,11428.571428571428,0.98,-148.0,0.004,file_188.npy,188
file_189.npy,11428.571428571428,0.98,-140.0,0.004,file_189.npy,189
file_190.npy,11428.571428571428,0.98,-132.0,0.004,file_190.npy,190
file_191.npy,11428.571428571428,0.98,-124.0,0.004,file_191.npy,191
file_192.npy,11428.571428571428,0.98,-116.0,0.004,file_192.npy,192
file_193.npy,11428.571428571428,0.98,-108.0,0.004,file_193.npy,193
file_194.npy,11428.571428571428,0.98,-100.0,0.004,file_194.npy,194
file_195.npy,11428.571428571428,0.98,-92.0,0.004,file_195.npy,195
file_196.npy,11428.571428571428,0.98,-84.0,0.004,file_196.npy,196
file_197.npy,11428.571428571428,0.98,-76.0,0.004,file_197.npy,197
file_198.npy,11428.571428571428,0.98,-68.0,0.004,file_198.npy,198
file_199.npy,11428.571428571428,0.98,-60.0,0.004,file_199.npy,199
file_200.npy,11428.571428571428,0.98,-52.0,0.004,file_200.npy,200
file_201.npy,11428.571428571428,0.98,-44.0,0.004,file_201.npy,201
file_202.npy,11428.571428571428,0.98,-36.0,0.004,file_202.npy,202
file_203.npy,11428.571428571428,0.98,-28.0,0.004,file_203.npy,203
file_204.npy,11428.571428571428,0.98,-20.0,0.004,file_204.npy,204
file_205.npy,11428.571428571428,0.98,-12.0,0.004,file_205.npy,205
file_206.npy,11428.571428571428,0.98,-4.0,0.004,file_206.npy,206
file_207.npy,11428.571428571428,0.98,4.0,0.004,file_207.npy,207
file_208.npy,11428.571428571428,0.98,12.0,0.004,file_208.npy,208
file_209.npy,11428.571428571428,0.98,20.0,0.004,file_209.npy,209
file_210.npy,11428.571428571428,0.98,28.0,0.004,file_210.npy,210
file_211.npy,11428.571428571428,0.98,36.0,0.004,file_211.npy,211
file_212.npy,11428.571428571428,0.98,44.0,0.004,file_212.npy,212
file_213.npy,11428.571428571428,0.98,52.0,0.004,file_213.npy,213
file_214.npy,11428.571428571428,0.98,60.0,0.004,file_214.npy,214
file_215.npy,11428.571428571428,0.98,68.0,0.004,file_215.npy,215
file_216.npy,11428.571428571428,0.98,76.0,0.004,file_216.npy,216
file_217.npy,11428.571428571428,0.98,84.0,0.004,file_217.npy,217
file_218.npy,11428.571428571428,0.98,92.0,0.004,file_218.npy,218
file_219.npy,11428.571428571428,0.98,100.0,0.004,file_219.npy,219
file_220.npy,11428.571428571428,0.98,108.0,0.004,file_220.npy,220
file_221.npy,11428.571428571428,0.98,116.0,0.004,file_221.npy,221
file_222.npy,11428.571428571428,0.98,124.0,0.004,file_222.npy,222
file_223.npy,11428.571428571428,0.98,132.0,0.004,file_223.npy,223
file_224.npy,11428.571428571428,0.98,140.0,0.004,file_224.npy,224
file_225.npy,11428.571428571428,0.98,148.0,0.004,file_225.npy,225
file_226.npy,11428.571428571428,0.98,156.0,0.004,file_226.npy,226
file_227.npy,11428.571428571428,0.98,164.0,0.004,file_227.npy,227
file_228.npy,11428.571428571428,0.98,172.0,0.004,file_228.npy,228
file_229.npy,11428.571428571428,0.98,180.0,0.004,file_229.npy,229
file_230.npy,11428.571428571428,1.2,-180.0,0.004,file_230.npy,230
file_231.npy,11428.571428571428,1.2,-172.0,0.004,file_231.npy,231
file_232.npy,11428.571428571428,1.2,-164.0,0.004,file_232.npy,232
file_233.npy,11428.571428571428,1.2,-156.0,0.004,file_233.npy,233
