Task,Set,source_row,filename,npy_index,True,Pred,PredWrapped180,Residual,AbsoluteError,SquaredError
phi,Train,2726,file_2726.npy,2726,-84.0,287.3957214355469,-72.60427856445312,11.395721435546875,11.395721435546875,129.86246703658253
phi,Train,61711,file_61711.npy,61711,20.0,19.9200439453125,19.9200439453125,-0.0799560546875,0.0799560546875,0.006392970681190491
phi,Train,88578,file_88578.npy,88578,44.0,43.781494140625,43.781494140625,-0.218505859375,0.218505859375,0.047744810581207275
phi,Train,44215,file_44215.npy,44215,-108.0,252.13763427734375,-107.86236572265625,0.13763427734375,0.13763427734375,0.018943194299936295
phi,Train,15702,file_15702.npy,15702,-52.0,308.0389709472656,-51.961029052734375,0.038970947265625,0.038970947265625,0.0015187347307801247
phi,Train,39778,file_39778.npy,39778,92.0,92.0548095703125,92.0548095703125,0.0548095703125,0.0548095703125,0.0030040889978408813
phi,Train,19887,file_19887.npy,19887,-60.0,300.38287353515625,-59.61712646484375,0.38287353515625,0.38287353515625,0.1465921439230442
phi,Train,2159,file_2159.npy,2159,164.0,163.416259765625,163.416259765625,-0.583740234375,0.583740234375,0.34075266122817993
phi,Train,26669,file_26669.npy,26669,100.0,100.17364501953125,100.17364501953125,0.17364501953125,0.17364501953125,0.030152592808008194
phi,Train,40151,file_40151.npy,40151,132.0,132.148193359375,132.148193359375,0.148193359375,0.148193359375,0.0219612717628479
phi,Train,87168,file_87168.npy,87168,172.0,171.86822509765625,171.86822509765625,-0.13177490234375,0.13177490234375,0.01736462488770485
phi,Train,59804,file_59804.npy,59804,-148.0,212.21705627441406,-147.78294372558594,0.2170562744140625,0.2170562744140625,0.0471134262625128
phi,Train,67867,file_67867.npy,67867,-44.0,315.49920654296875,-44.50079345703125,-0.50079345703125,0.50079345703125,0.25079408660531044
phi,Train,76225,file_76225.npy,76225,-156.0,204.56626892089844,-155.43373107910156,0.5662689208984375,0.5662689208984375,0.32066049077548087
phi,Train,79587,file_79587.npy,79587,-124.0,232.80389404296875,-127.19610595703125,-3.19610595703125,3.19610595703125,10.215093288570642
phi,Train,67376,file_67376.npy,67376,76.0,75.9747314453125,75.9747314453125,-0.0252685546875,0.0252685546875,0.0006384998559951782
phi,Train,6607,file_6607.npy,6607,52.0,46.491302490234375,46.491302490234375,-5.508697509765625,5.508697509765625,30.345748254097998
phi,Train,83959,file_83959.npy,83959,-108.0,251.95050048828125,-108.04949951171875,-0.04949951171875,0.04949951171875,0.0024502016603946686
phi,Train,34998,file_34998.npy,34998,124.0,124.0401611328125,124.0401611328125,0.0401611328125,0.0401611328125,0.0016129165887832642
phi,Train,72214,file_72214.npy,72214,140.0,139.62326049804688,139.62326049804688,-0.376739501953125,0.376739501953125,0.14193265233188868
phi,Train,83125,file_83125.npy,83125,-156.0,204.32534790039062,-155.67465209960938,0.325347900390625,0.325347900390625,0.10585125628858805
phi,Train,48757,file_48757.npy,48757,164.0,162.81927490234375,162.81927490234375,-1.18072509765625,1.18072509765625,1.394111756235361
phi,Train,59788,file_59788.npy,59788,92.0,91.69671630859375,91.69671630859375,-0.30328369140625,0.30328369140625,0.09198099747300148
phi,Train,74447,file_74447.npy,74447,-28.0,332.14093017578125,-27.85906982421875,0.14093017578125,0.14093017578125,0.019861314445734024
phi,Train,78375,file_78375.npy,78375,116.0,115.54742431640625,115.54742431640625,-0.45257568359375,0.45257568359375,0.2048247493803501
phi,Train,469,file_469.npy,469,-108.0,249.47628784179688,-110.52371215820312,-2.523712158203125,2.523712158203125,6.369123057462275
phi,Train,74498,file_74498.npy,74498,12.0,12.10955810546875,12.10955810546875,0.10955810546875,0.10955810546875,0.012002978473901749
phi,Train,52564,file_52564.npy,52564,76.0,76.038818359375,76.038818359375,0.038818359375,0.038818359375,0.0015068650245666504
phi,Train,88430,file_88430.npy,88430,-36.0,324.3047790527344,-35.695220947265625,0.304779052734375,0.304779052734375,0.09289027098566294
phi,Train,66574,file_66574.npy,66574,-84.0,275.8656311035156,-84.13436889648438,-0.134368896484375,0.134368896484375,0.018055000342428684
phi,Train,7613,file_7613.npy,7613,4.0,3.964508056640625,3.964508056640625,-0.035491943359375,0.035491943359375,0.0012596780434250832
phi,Train,89891,file_89891.npy,89891,-124.0,234.90390014648438,-125.09609985351562,-1.096099853515625,1.096099853515625,1.2014348888769746
phi,Train,46261,file_46261.npy,46261,68.0,67.42852783203125,67.42852783203125,-0.57147216796875,0.57147216796875,0.3265804387629032
phi,Train,48898,file_48898.npy,48898,-180.0,179.98675537109375,179.98675537109375,-0.01324462890625,0.01324462890625,0.00017542019486427307
phi,Train,37991,file_37991.npy,37991,148.0,148.137939453125,148.137939453125,0.137939453125,0.137939453125,0.019027292728424072
phi,Train,47428,file_47428.npy,47428,-164.0,196.24404907226562,-163.75595092773438,0.244049072265625,0.244049072265625,0.059559949673712254
phi,Train,2582,file_2582.npy,2582,-132.0,227.7269744873047,-132.2730255126953,-0.2730255126953125,0.2730255126953125,0.07454293058253825
phi,Train,80901,file_80901.npy,80901,84.0,83.77719116210938,83.77719116210938,-0.222808837890625,0.222808837890625,0.04964377824217081
phi,Train,19786,file_19786.npy,19786,-132.0,227.94873046875,-132.05126953125,-0.05126953125,0.05126953125,0.0026285648345947266
phi,Train,90759,file_90759.npy,90759,-172.0,187.75538635253906,-172.24461364746094,-0.2446136474609375,0.2446136474609375,0.059835836524143815
phi,Train,16875,file_16875.npy,16875,132.0,131.91455078125,131.91455078125,-0.08544921875,0.08544921875,0.0073015689849853516
phi,Train,25337,file_25337.npy,25337,116.0,116.01821899414062,116.01821899414062,0.018218994140625,0.018218994140625,0.0003319317474961281
phi,Train,85910,file_85910.npy,85910,44.0,43.3421630859375,43.3421630859375,-0.6578369140625,0.6578369140625,0.432749405503273
phi,Train,19646,file_19646.npy,19646,-148.0,211.71644592285156,-148.28355407714844,-0.2835540771484375,0.2835540771484375,0.08040291466750205
phi,Train,5160,file_5160.npy,5160,-116.0,243.738037109375,-116.261962890625,-0.261962890625,0.261962890625,0.06862455606460571
phi,Train,26469,file_26469.npy,26469,-28.0,332.57183837890625,-27.42816162109375,0.57183837890625,0.57183837890625,0.32699913159012794
phi,Train,9092,file_9092.npy,9092,60.0,60.85186767578125,60.85186767578125,0.85186767578125,0.85186767578125,0.7256785370409489
phi,Train,23643,file_23643.npy,23643,180.0,180.03411865234375,-179.96588134765625,0.03411865234375,0.03411865234375,0.0011640824377536774
phi,Train,69921,file_69921.npy,69921,-172.0,188.0135955810547,-171.9864044189453,0.0135955810546875,0.0135955810546875,0.00018483982421457767
phi,Train,34245,file_34245.npy,34245,-12.0,347.6399841308594,-12.360015869140625,-0.360015869140625,0.360015869140625,0.12961142603307962
phi,Train,85953,file_85953.npy,85953,20.0,20.18780517578125,20.18780517578125,0.18780517578125,0.18780517578125,0.03527078405022621
phi,Train,75335,file_75335.npy,75335,84.0,83.8255615234375,83.8255615234375,-0.1744384765625,0.1744384765625,0.030428782105445862
phi,Train,80906,file_80906.npy,80906,124.0,123.79412841796875,123.79412841796875,-0.20587158203125,0.20587158203125,0.0423831082880497
phi,Train,52147,file_52147.npy,52147,52.0,51.067962646484375,51.067962646484375,-0.932037353515625,0.932037353515625,0.8686936283484101
phi,Train,43806,file_43806.npy,43806,-68.0,292.11053466796875,-67.88946533203125,0.11053466796875,0.11053466796875,0.012217912822961807
phi,Train,16892,file_16892.npy,16892,-100.0,260.9656066894531,-99.03439331054688,0.965606689453125,0.965606689453125,0.9323962787166238
phi,Train,22220,file_22220.npy,22220,-164.0,196.4209747314453,-163.5790252685547,0.4209747314453125,0.4209747314453125,0.17721972451545298
phi,Train,14172,file_14172.npy,14172,-148.0,211.94142150878906,-148.05857849121094,-0.0585784912109375,0.0585784912109375,0.003431439632549882
phi,Train,70090,file_70090.npy,70090,76.0,75.39959716796875,75.39959716796875,-0.60040283203125,0.60040283203125,0.3604835607111454
phi,Train,31897,file_31897.npy,31897,-28.0,333.13580322265625,-26.86419677734375,1.13580322265625,1.13580322265625,1.290048960596323
phi,Train,33526,file_33526.npy,33526,124.0,123.921142578125,123.921142578125,-0.078857421875,0.078857421875,0.0062184929847717285
phi,Train,24134,file_24134.npy,24134,60.0,58.466522216796875,58.466522216796875,-1.533477783203125,1.533477783203125,2.3515541115775704
phi,Train,62179,file_62179.npy,62179,84.0,83.5794677734375,83.5794677734375,-0.4205322265625,0.4205322265625,0.17684735357761383
phi,Train,73735,file_73735.npy,73735,164.0,164.58343505859375,164.58343505859375,0.58343505859375,0.58343505859375,0.3403964675962925
phi,Train,11384,file_11384.npy,11384,-4.0,355.9006652832031,-4.099334716796875,-0.099334716796875,0.099334716796875,0.00986738596111536
phi,Train,58391,file_58391.npy,58391,-44.0,316.5,-43.5,0.5,0.5,0.25
phi,Train,89584,file_89584.npy,89584,-4.0,356.2697448730469,-3.730255126953125,0.269744873046875,0.269744873046875,0.07276229653507471
phi,Train,92942,file_92942.npy,92942,-4.0,356.01934814453125,-3.98065185546875,0.01934814453125,0.01934814453125,0.0003743506968021393
phi,Train,5961,file_5961.npy,5961,36.0,35.050689697265625,35.050689697265625,-0.949310302734375,0.949310302734375,0.9011900508776307
phi,Train,56881,file_56881.npy,56881,20.0,19.960906982421875,19.960906982421875,-0.039093017578125,0.039093017578125,0.0015282640233635902
phi,Train,30926,file_30926.npy,30926,-68.0,292.07147216796875,-67.92852783203125,0.07147216796875,0.07147216796875,0.0051082707941532135
phi,Train,52731,file_52731.npy,52731,-60.0,300.3226623535156,-59.677337646484375,0.322662353515625,0.322662353515625,0.10411099437624216
phi,Train,42946,file_42946.npy,42946,44.0,43.196380615234375,43.196380615234375,-0.803619384765625,0.803619384765625,0.6458041155710816
phi,Train,52288,file_52288.npy,52288,76.0,76.10546875,76.10546875,0.10546875,0.10546875,0.0111236572265625
phi,Train,30971,file_30971.npy,30971,-76.0,283.99053955078125,-76.00946044921875,-0.00946044921875,0.00946044921875,8.950009942054749e-05
phi,Train,23494,file_23494.npy,23494,92.0,92.59609985351562,92.59609985351562,0.596099853515625,0.596099853515625,0.3553350353613496
phi,Train,30060,file_30060.npy,30060,-4.0,355.8330383300781,-4.166961669921875,-0.166961669921875,0.166961669921875,0.02787619922310114
phi,Train,5182,file_5182.npy,5182,60.0,57.6495361328125,57.6495361328125,-2.3504638671875,2.3504638671875,5.524680390954018
phi,Train,23682,file_23682.npy,23682,124.0,123.90667724609375,123.90667724609375,-0.09332275390625,0.09332275390625,0.0087091363966465
phi,Train,59512,file_59512.npy,59512,92.0,91.64016723632812,91.64016723632812,-0.359832763671875,0.359832763671875,0.12947961781173944
phi,Train,28398,file_28398.npy,28398,-52.0,307.7435302734375,-52.2564697265625,-0.2564697265625,0.2564697265625,0.06577672064304352
phi,Train,73211,file_73211.npy,73211,20.0,19.94720458984375,19.94720458984375,-0.05279541015625,0.05279541015625,0.0027873553335666656
phi,Train,91098,file_91098.npy,91098,-36.0,324.688720703125,-35.311279296875,0.688720703125,0.688720703125,0.4743362069129944
phi,Train,21934,file_21934.npy,21934,124.0,124.28036499023438,124.28036499023438,0.280364990234375,0.280364990234375,0.07860452774912119
phi,Train,37606,file_37606.npy,37606,12.0,12.09393310546875,12.09393310546875,0.09393310546875,0.09393310546875,0.008823428303003311
phi,Train,23146,file_23146.npy,23146,-116.0,243.9351806640625,-116.0648193359375,-0.0648193359375,0.0648193359375,0.004201546311378479
phi,Train,8561,file_8561.npy,8561,-140.0,218.80979919433594,-141.19020080566406,-1.1902008056640625,1.1902008056640625,1.4165779578033835
phi,Train,69181,file_69181.npy,69181,164.0,164.3565673828125,164.3565673828125,0.3565673828125,0.3565673828125,0.12714029848575592
phi,Train,63272,file_63272.npy,63272,-4.0,356.02386474609375,-3.97613525390625,0.02386474609375,0.02386474609375,0.0005695261061191559
phi,Train,27343,file_27343.npy,27343,-28.0,332.33294677734375,-27.66705322265625,0.33294677734375,0.33294677734375,0.11085355654358864
phi,Train,10468,file_10468.npy,10468,28.0,27.369781494140625,27.369781494140625,-0.630218505859375,0.630218505859375,0.3971753651276231
phi,Train,39207,file_39207.npy,39207,-60.0,300.1903076171875,-59.8096923828125,0.1903076171875,0.1903076171875,0.036216989159584045
phi,Train,10659,file_10659.npy,10659,84.0,75.43194580078125,75.43194580078125,-8.56805419921875,8.56805419921875,73.41155276075006
phi,Train,66781,file_66781.npy,66781,100.0,100.16006469726562,100.16006469726562,0.160064697265625,0.160064697265625,0.02562070731073618
phi,Train,2909,file_2909.npy,2909,-92.0,272.7513122558594,-87.24868774414062,4.751312255859375,4.751312255859375,22.574968152679503
phi,Train,32047,file_32047.npy,32047,68.0,69.36166381835938,69.36166381835938,1.361663818359375,1.361663818359375,1.854128354229033
phi,Train,92465,file_92465.npy,92465,-140.0,217.63528442382812,-142.36471557617188,-2.364715576171875,2.364715576171875,5.591879756189883
phi,Train,38346,file_38346.npy,38346,44.0,44.77398681640625,44.77398681640625,0.77398681640625,0.77398681640625,0.5990555919706821
phi,Train,76462,file_76462.npy,76462,-100.0,260.05438232421875,-99.94561767578125,0.05438232421875,0.05438232421875,0.002957437187433243
phi,Train,73571,file_73571.npy,73571,-44.0,316.30364990234375,-43.69635009765625,0.30364990234375,0.30364990234375,0.09220326319336891
phi,Train,30479,file_30479.npy,30479,36.0,35.778228759765625,35.778228759765625,-0.221771240234375,0.221771240234375,0.04918248299509287
phi,Train,38053,file_38053.npy,38053,-92.0,268.0076599121094,-91.99234008789062,0.007659912109375,0.007659912109375,5.867425352334976e-05
phi,Train,27737,file_27737.npy,27737,180.0,180.2322235107422,-179.7677764892578,0.2322235107421875,0.2322235107421875,0.05392775894142687
phi,Train,72643,file_72643.npy,72643,-108.0,251.83090209960938,-108.16909790039062,-0.169097900390625,0.169097900390625,0.028594099916517735
phi,Train,2389,file_2389.npy,2389,164.0,161.71197509765625,161.71197509765625,-2.28802490234375,2.28802490234375,5.235057953745127
phi,Train,10038,file_10038.npy,10038,-100.0,259.8468933105469,-100.15310668945312,-0.153106689453125,0.153106689453125,0.023441658355295658
phi,Train,32447,file_32447.npy,32447,-44.0,316.1889953613281,-43.811004638671875,0.188995361328125,0.188995361328125,0.03571924660354853
phi,Train,2505,file_2505.npy,2505,-12.0,348.5032958984375,-11.4967041015625,0.5032958984375,0.5032958984375,0.2533067613840103
phi,Train,37347,file_37347.npy,37347,148.0,148.0159912109375,148.0159912109375,0.0159912109375,0.0159912109375,0.00025571882724761963
phi,Train,38841,file_38841.npy,38841,-44.0,316.19091796875,-43.80908203125,0.19091796875,0.19091796875,0.03644967079162598
phi,Train,72098,file_72098.npy,72098,-52.0,308.4451904296875,-51.5548095703125,0.4451904296875,0.4451904296875,0.19819451868534088
phi,Train,61906,file_61906.npy,61906,108.0,107.91180419921875,107.91180419921875,-0.08819580078125,0.08819580078125,0.007778499275445938
phi,Train,66999,file_66999.npy,66999,4.0,3.904541015625,3.904541015625,-0.095458984375,0.095458984375,0.009112417697906494
phi,Train,85806,file_85806.npy,85806,-52.0,308.14715576171875,-51.85284423828125,0.14715576171875,0.14715576171875,0.021654818207025528
phi,Train,76753,file_76753.npy,76753,20.0,19.6923828125,19.6923828125,-0.3076171875,0.3076171875,0.09462833404541016
phi,Train,21867,file_21867.npy,21867,-44.0,316.41290283203125,-43.58709716796875,0.41290283203125,0.41290283203125,0.17048874869942665
phi,Train,36280,file_36280.npy,36280,76.0,76.06805419921875,76.06805419921875,0.06805419921875,0.06805419921875,0.004631374031305313
phi,Train,69166,file_69166.npy,69166,44.0,43.49169921875,43.49169921875,-0.50830078125,0.50830078125,0.25836968421936035
phi,Train,4019,file_4019.npy,4019,-44.0,316.3367004394531,-43.663299560546875,0.336700439453125,0.336700439453125,0.1133671859279275
phi,Train,26062,file_26062.npy,26062,28.0,27.63385009765625,27.63385009765625,-0.36614990234375,0.36614990234375,0.13406575098633766
phi,Train,46749,file_46749.npy,46749,-76.0,283.37872314453125,-76.62127685546875,-0.62127685546875,0.62127685546875,0.3859849311411381
phi,Train,11602,file_11602.npy,11602,-100.0,266.9786071777344,-93.02139282226562,6.978607177734375,6.978607177734375,48.70095814112574
phi,Train,31593,file_31593.npy,31593,116.0,116.28555297851562,116.28555297851562,0.285552978515625,0.285552978515625,0.08154050353914499
phi,Train,92996,file_92996.npy,92996,60.0,59.5140380859375,59.5140380859375,-0.4859619140625,0.4859619140625,0.23615898191928864
phi,Train,70026,file_70026.npy,70026,-68.0,292.17938232421875,-67.82061767578125,0.17938232421875,0.17938232421875,0.03217801824212074
phi,Train,74065,file_74065.npy,74065,-140.0,220.26271057128906,-139.73728942871094,0.2627105712890625,0.2627105712890625,0.06901684426702559
phi,Train,81224,file_81224.npy,81224,92.0,91.67333984375,91.67333984375,-0.32666015625,0.32666015625,0.10670685768127441
phi,Train,83590,file_83590.npy,83590,-116.0,241.95419311523438,-118.04580688476562,-2.045806884765625,2.045806884765625,4.185325809754431
phi,Train,6449,file_6449.npy,6449,-108.0,245.65869140625,-114.34130859375,-6.34130859375,6.34130859375,40.2121946811676
phi,Train,42628,file_42628.npy,42628,76.0,75.2158203125,75.2158203125,-0.7841796875,0.7841796875,0.6149377822875977
phi,Train,63432,file_63432.npy,63432,172.0,172.70751953125,172.70751953125,0.70751953125,0.70751953125,0.5005838871002197
phi,Train,3866,file_3866.npy,3866,-164.0,196.37588500976562,-163.62411499023438,0.375885009765625,0.375885009765625,0.141289540566504
phi,Train,81756,file_81756.npy,81756,-68.0,292.1261291503906,-67.87387084960938,0.126129150390625,0.126129150390625,0.0159085625782609
phi,Train,77405,file_77405.npy,77405,84.0,83.75680541992188,83.75680541992188,-0.243194580078125,0.243194580078125,0.05914360377937555
phi,Train,48268,file_48268.npy,48268,-68.0,292.102783203125,-67.897216796875,0.102783203125,0.102783203125,0.01056438684463501
phi,Train,34368,file_34368.npy,34368,-132.0,228.45614624023438,-131.54385375976562,0.456146240234375,0.456146240234375,0.20806939247995615
phi,Train,69633,file_69633.npy,69633,100.0,99.363525390625,99.363525390625,-0.636474609375,0.636474609375,0.40509992837905884
phi,Train,35861,file_35861.npy,35861,36.0,35.576995849609375,35.576995849609375,-0.423004150390625,0.423004150390625,0.1789325112476945
phi,Train,89423,file_89423.npy,89423,180.0,179.99652099609375,179.99652099609375,-0.00347900390625,0.00347900390625,1.2103468179702759e-05
phi,Train,24500,file_24500.npy,24500,44.0,43.192138671875,43.192138671875,-0.807861328125,0.807861328125,0.6526399254798889
phi,Train,47026,file_47026.npy,47026,-68.0,292.00634765625,-67.99365234375,0.00634765625,0.00634765625,4.029273986816406e-05
phi,Train,2924,file_2924.npy,2924,28.0,25.05859375,25.05859375,-2.94140625,2.94140625,8.651870727539062
phi,Train,28251,file_28251.npy,28251,-124.0,235.87338256835938,-124.12661743164062,-0.126617431640625,0.126617431640625,0.016031973995268345
phi,Train,684,file_684.npy,684,140.0,138.951171875,138.951171875,-1.048828125,1.048828125,1.1000404357910156
phi,Train,67957,file_67957.npy,67957,-60.0,297.3570251464844,-62.642974853515625,-2.642974853515625,2.642974853515625,6.985316076315939
phi,Train,56329,file_56329.npy,56329,20.0,19.804290771484375,19.804290771484375,-0.195709228515625,0.195709228515625,0.038302102126181126
phi,Train,62007,file_62007.npy,62007,180.0,180.22320556640625,-179.77679443359375,0.22320556640625,0.22320556640625,0.04982072487473488
phi,Train,56753,file_56753.npy,56753,100.0,99.39334106445312,99.39334106445312,-0.606658935546875,0.606658935546875,0.36803506407886744
phi,Train,11137,file_11137.npy,11137,-140.0,219.22564697265625,-140.77435302734375,-0.77435302734375,0.77435302734375,0.5996226109564304
phi,Train,37675,file_37675.npy,37675,-172.0,187.97158813476562,-172.02841186523438,-0.028411865234375,0.028411865234375,0.0008072340860962868
phi,Train,22324,file_22324.npy,22324,-68.0,292.0144958496094,-67.98550415039062,0.014495849609375,0.014495849609375,0.00021012965589761734
phi,Train,30677,file_30677.npy,30677,148.0,147.84051513671875,147.84051513671875,-0.15948486328125,0.15948486328125,0.025435421615839005
